
Host: Maxs-Air

Timers On : Sun Jul  4 13:32:14 2021
Timers Off: Sun Jul  4 13:32:20 2021

Wall Time:        5.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.667u      0.050s      0.122w     29 calls
Libint2ERI::Libint2ERI              :      1.967u      0.133s      0.334w    398 calls
DFH: initialize()                   :      3.850u      0.283s      0.650w     29 calls
DFH: AO Construction                :      0.333u      0.000s      0.063w     29 calls
DFH: AO-Met. Contraction            :      0.333u      0.017s      0.049w     29 calls
HF: Form core H                     :      0.417u      0.033s      0.065w     25 calls
HF: Form S/X                        :      0.033u      0.033s      0.007w     25 calls
HF: Guess                           :      2.500u      0.200s      0.420w     25 calls
SAD Guess                           :      2.433u      0.200s      0.407w     20 calls
HF: Form G                          :      0.950u      0.033s      0.147w    242 calls
JK: D                               :      0.000u      0.000s      0.003w    294 calls
JK: USO2AO                          :      0.033u      0.000s      0.008w    294 calls
JK: JK                              :      2.433u      0.017s      0.402w    294 calls
DFH: compute_JK()                   :      2.333u      0.017s      0.401w    294 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    294 calls
DFH: compute_J                      :      0.083u      0.017s      0.028w    294 calls
DFH: compute_K                      :      1.850u      0.000s      0.360w    294 calls
JK: AO2USO                          :      0.183u      0.000s      0.006w    294 calls
HF: Form F                          :      0.000u      0.000s      0.002w    242 calls
HF: Form D                          :      0.017u      0.000s      0.001w    242 calls
HF: DIIS                            :      0.633u      0.033s      0.103w    222 calls
DIISManager::add_entry              :      0.067u      0.017s      0.012w    217 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.012w    217 calls
bMatrix setup                       :      0.017u      0.000s      0.004w    217 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.003w    217 calls
New vector                          :      0.000u      0.000s      0.003w    217 calls
HF: Form C                          :      0.133u      0.033s      0.023w    222 calls
Grad: V T Perturb                   :      7.317u      0.733s      1.237w     11 calls
Grad: S                             :      0.017u      0.000s      0.001w     11 calls
Grad: JK                            :      2.433u      0.167s      0.407w     11 calls
JKGrad: Amn                         :      0.717u      0.083s      0.123w     11 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     11 calls
JKGrad: AB                          :      0.600u      0.033s      0.096w     11 calls
JKGrad: UV                          :      0.067u      0.000s      0.005w     11 calls
JKGrad: ABx                         :      0.067u      0.000s      0.017w     11 calls
JKGrad: Amnx                        :      0.917u      0.017s      0.151w     11 calls
Grad: XC                            :      0.000u      0.000s      0.000w     11 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.433u      0.733s      0.868w      4 calls
Hess: T                             :      0.000u      0.000s      0.003w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     12.533u      0.550s      2.021w      4 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.667u      0.050s      0.122w     29 calls
| Libint2ERI::Libint2ERI            :      0.383u      0.033s      0.079w     29 calls
DFH: initialize()                   :      3.850u      0.283s      0.650w     29 calls
| Libint2ERI::Libint2ERI            :      0.367u      0.000s      0.064w    145 calls
| DFH: AO Construction              :      0.333u      0.000s      0.063w     29 calls
| DFH: AO-Met. Contraction          :      0.333u      0.017s      0.049w     29 calls
HF: Form core H                     :      0.417u      0.033s      0.065w     25 calls
HF: Form S/X                        :      0.033u      0.033s      0.007w     25 calls
HF: Guess                           :      2.500u      0.200s      0.420w     25 calls
| SAD Guess                         :      2.433u      0.200s      0.407w     20 calls
HF: Form G                          :      0.950u      0.033s      0.147w    242 calls
| JK: D                             :      0.000u      0.000s      0.001w    242 calls
| JK: USO2AO                        :      0.017u      0.000s      0.004w    242 calls
| JK: JK                            :      0.717u      0.017s      0.133w    242 calls
| | DFH: compute_JK()               :      0.717u      0.017s      0.132w    242 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    242 calls
| | | DFH: compute_J                :      0.050u      0.017s      0.011w    242 calls
| | | DFH: compute_K                :      0.583u      0.000s      0.110w    242 calls
| JK: AO2USO                        :      0.183u      0.000s      0.005w    242 calls
HF: Form F                          :      0.000u      0.000s      0.002w    242 calls
HF: Form D                          :      0.017u      0.000s      0.001w    242 calls
HF: DIIS                            :      0.633u      0.033s      0.103w    222 calls
| DIISManager::add_entry            :      0.067u      0.017s      0.012w    217 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.012w    217 calls
| | bMatrix setup                   :      0.017u      0.000s      0.004w    217 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.003w    217 calls
| | New vector                      :      0.000u      0.000s      0.003w    217 calls
HF: Form C                          :      0.133u      0.033s      0.023w    222 calls
Grad: V T Perturb                   :      7.317u      0.733s      1.237w     11 calls
Grad: S                             :      0.017u      0.000s      0.001w     11 calls
Grad: JK                            :      2.433u      0.167s      0.407w     11 calls
| JKGrad: Amn                       :      0.717u      0.083s      0.123w     11 calls
| | Libint2ERI::Libint2ERI          :      0.500u      0.083s      0.084w     44 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     11 calls
| JKGrad: AB                        :      0.600u      0.033s      0.096w     11 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.002w     44 calls
| JKGrad: UV                        :      0.067u      0.000s      0.005w     11 calls
| JKGrad: ABx                       :      0.067u      0.000s      0.017w     11 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.002w     44 calls
| JKGrad: Amnx                      :      0.917u      0.017s      0.151w     11 calls
| | Libint2ERI::Libint2ERI          :      0.567u      0.017s      0.086w     44 calls
Grad: XC                            :      0.000u      0.000s      0.000w     11 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.433u      0.733s      0.868w      4 calls
Hess: T                             :      0.000u      0.000s      0.003w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     12.533u      0.550s      2.021w      4 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.009w     24 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.008w     24 calls
JK: D                               :      0.000u      0.000s      0.002w     52 calls
JK: USO2AO                          :      0.017u      0.000s      0.004w     52 calls
